tick,state,population,water_supply,food_supply,energy_supply,water_generated,food_generated,energy_generated,water_consumed,food_consumed,energy_consumed,state_gdp,gdp_growth_rate,welfare_index,inequality_index,migration_in,migration_out,order_type,resource_type,trade_quantity,trade_price,trade_executed,climate_event,shock_intensity
87,Rajasthan,73630740,94173.3497731841,46497.16357986728,90813.77520252422,1346.9805873828755,7521.391939833101,1753.715150181206,2698.681253826266,10548.3909732728,10954.372109572754,4647.46563177432,9.292813706499812,0.5813312221664103,0.40508980580100695,263132,435259,ASK,Food,8431.928375649384,4.328078624241602,1,None,0.33683304737658304
75,Maharashtra,99862975,61467.642710649234,99350.15918479802,55657.700711752346,9602.689293552456,2813.553455817067,655.7338683160036,1887.1708714422507,7917.408618275564,8226.419031080048,3026.531376914285,13.869524503487465,0.3559447934209561,0.6369612909437137,119754,101144,ASK,Energy,7372.601993868548,3.2233965851581745,1,Cyclone,0.5833901529092588
75,Karnataka,53723459,61522.29834834235,71937.32508369768,69596.41729076544,5659.487865045879,7046.256326829591,6541.98368368825,5585.151630783485,7515.195652845975,8595.623681898309,1809.969314699651,-3.2777671064492253,0.9270400517950861,0.369267466476055,95916,17463,ASK,Food,9609.676694122154,6.9342260830857025,0,Heatwave,0.7498787572424921
88,Bihar,5396605,73907.52456921362,55140.217862658836,75046.74701947479,4745.713464458964,2154.4242039307514,2382.7336023609128,3903.205074521637,9464.314624250397,9234.137564603761,1152.1181317691266,8.456257166192714,0.09176702977466222,0.22003489805221954,445582,68587,BID,Water,7473.9057484424675,7.277693959290028,1,Drought,0.3373743692108113
117,Maharashtra,48584385,33987.21898046004,53770.25560896859,21177.31151856227,4041.409998170338,2500.923010909364,6469.2073376414955,7301.319783245559,6085.828066638782,6196.383466180123,4134.6670782121255,10.098964564159337,0.42230084025054804,0.5070792441119616,405937,52544,BID,Food,3683.957036960319,8.919029599924354,0,Drought,0.15502391469289223
100,Punjab,9793480,70347.11423083252,5332.743143561248,93531.96739578458,2177.5286460968027,9864.686180066703,679.563557195141,9486.634007073797,9758.534851110979,8594.924209458504,2272.5389694165247,8.290210180756095,0.8968363894542467,0.06843857877176163,49260,415552,BID,Energy,8475.8615088689,8.026967420864716,1,Flood,0.8590572868461537
104,Tamil Nadu,59069292,91707.1494980083,95774.12930338568,53147.528658440046,9532.846811198327,3752.5496518297073,2546.2615174859416,10827.901607656184,1200.7361053135935,2618.8187158249007,3271.9805760266886,12.100185267705896,0.1767451994768493,0.9048521071299288,426074,452243,ASK,Water,3529.4844769475585,1.7146388574625817,1,Flood,0.6213113827233288
24,Tamil Nadu,21710511,2078.6518295089563,92889.58836821925,10152.702212542263,7051.370526849129,7323.8925446177855,1623.4501812822987,9150.280169239548,2978.9302674336977,5678.368758337988,3722.554804264461,5.404528884806128,0.6280834551087089,0.932902640359867,198595,464781,ASK,Food,4256.206867421891,1.2939513616692495,1,Flood,0.02773478594719969
3,Uttar Pradesh,135826793,87141.19106977766,68558.06635686921,40311.17817553324,5719.277114360146,8416.624659710282,2977.6657768474747,4166.816763966332,11102.68360750475,8330.294926361274,1269.3133596755504,11.36195774811888,0.5811974114611125,0.9842217369285412,438647,454249,ASK,Water,4313.819353160736,6.778472073199998,0,Drought,0.9337103413917496
22,Karnataka,118939240,22643.214794627052,10802.153318473447,60563.00906148012,6348.881997787716,3533.8379276444784,3355.6670060157517,8755.652737767768,2137.2105897932465,9678.689503737865,4882.035660066385,-3.6075427397128967,0.9044656819363899,0.756828984278826,246475,447159,ASK,Water,674.4415966661782,6.268729854632109,1,Cyclone,0.48662892202994656
53,West Bengal,43274136,46136.404096337144,21575.555778194383,35929.49595520361,8420.1625386774,3635.9780641054263,5002.448371436246,6405.6458104573185,5491.473336633456,11619.879409856789,1216.0070222969487,7.734324852295595,0.8850884851601757,0.8024709361784207,487590,486193,BID,Water,8799.296008369833,4.0740628968626895,0,None,0.6780118744968611
2,Madhya Pradesh,47433532,85382.43229431116,19207.044051682937,70221.23834743128,6393.630781716615,7753.575757994077,5249.372588469583,10882.359441783958,5820.591424227764,10343.037781584004,3800.1251272431173,13.817317905624709,0.9146312588936151,0.8388096728486034,478660,427119,ASK,Water,2862.7433173243653,5.014535713602632,0,Heatwave,0.3884424793274589
88,Madhya Pradesh,76378729,82567.30061820627,52438.27002502067,88322.94806038753,1234.4482168165994,6109.313308162357,6337.970585419666,8511.883139330379,5068.465287137741,594.2260952369543,800.1683941086055,4.099332294911431,0.5808042417197821,0.17325509417216245,112961,32481,BID,Energy,3359.636405372832,7.468087422501441,1,None,0.9179525232588357
108,Gujarat,43391205,89300.82033447953,21572.58357569657,77417.32031383106,7003.222072366695,3681.3439745657015,3383.3560047789615,1887.8242746903989,10416.217420311312,2203.4704708324525,4873.768665365442,-2.565903203171327,0.1787964480365274,0.20536252585727655,293063,133673,ASK,Energy,3564.9838032810194,5.310263742530765,0,None,0.8880584681594297
30,Bihar,119155618,94101.26247062009,69884.25559287562,64623.143989633085,5692.206821338416,7520.704028771832,5367.0103035764,1029.3369645569592,9021.859093179237,8185.343610476193,1294.85344653556,2.2734955026485837,0.13678385113875235,0.8200250815323392,301158,457470,BID,Energy,7979.923621710907,1.5936899115276262,1,None,0.6202371885672586
38,Maharashtra,63776881,45268.5387204041,54977.758710969516,51703.59065975485,9666.806665857484,8650.679565257107,9902.16153976843,6571.673245148248,9741.454510306594,1076.8316034365766,2601.243023192405,12.007155097339425,0.7704249689013304,0.4170037509871821,154334,57674,BID,Water,7103.904630404988,7.287140985951181,0,Cyclone,0.7524905064667721
2,Punjab,89876135,65980.01726929969,2748.1595272228933,26191.88509300342,7363.820225260957,2426.8790210799084,2185.3288314092283,4444.001344213914,11896.418075258973,11944.415176657767,1875.9824793937346,-2.456358999329309,0.41927887410372044,0.7918255233820056,290680,262718,BID,Food,9079.905912757475,8.456330253818873,0,Heatwave,0.21650845169755462
64,Gujarat,105577109,39657.36561208456,74661.6664665295,46039.67033474589,3505.6288682045893,341.12572558542604,1611.7874965281517,2100.3533232834925,11700.36263942443,5706.92959238809,4524.562420868302,5.545465134695579,0.24790623163094372,0.14454384292240308,487771,459220,BID,Water,4104.144440264436,8.793586769738003,0,Heatwave,0.6022291617986557
60,Tamil Nadu,98709767,35720.955031724414,19694.044928740903,30002.337806679534,1440.438728936983,2814.0559582496567,8441.384612552476,9592.085693709829,10716.053534401202,8268.661416504576,2633.8555218442802,12.144489637799389,0.6679611229846621,0.04883344197769324,50079,58542,BID,Food,6293.298365789283,3.8459295534038054,1,None,0.2379682752677844
21,Maharashtra,120472018,43727.945649169276,82663.62684838701,93468.31472788275,4874.577865447148,6777.4474280770755,4162.6194296220265,4567.527440730507,6831.042591986107,668.9010637355467,3376.2391394479623,10.725095307130587,0.7749181622546183,0.39739436295970487,265527,168315,ASK,Energy,7191.112188888008,6.749802840016531,0,Heatwave,0.5056591556929608
33,Rajasthan,47488295,74564.53734348492,36149.49827517492,90823.80454167943,6825.60738003665,9160.997291106387,8484.148488118864,1123.5769147428082,3685.505030434673,5222.2345287353755,1136.9304629756818,5.247064803473529,0.9091157429001411,0.2714482427388637,60657,41804,BID,Energy,2736.858322594637,3.0588940561650366,0,Cyclone,0.6429498132228925
76,Karnataka,84585756,50642.63396701373,34523.348318182005,16426.811947054375,1855.0276272785472,8644.337294632427,4304.421205535059,3220.970649057919,8712.089031967595,2951.244008097367,4732.313048280796,7.486290352851572,0.04368021515722098,0.8117052417436029,271768,42968,BID,Energy,6854.137987965107,2.070893794311653,0,Heatwave,0.34859976041727236
58,Punjab,10979212,81591.90777038586,2169.916242042843,82439.40189822776,6529.498315456313,2299.4889293811125,314.68013227979804,8154.919293909904,11396.389141802387,1347.605086730875,1807.6119392972107,0.5949143840697975,0.10648588213262877,0.9170726098163433,328245,398170,BID,Food,8165.890544126516,6.0268817911409585,0,Cyclone,0.3239114867839644
22,Rajasthan,135737263,74776.62924241943,98785.1693093787,70588.55497881828,8273.556404327768,8821.901649191568,3811.2430751433926,7810.473789506351,11883.708472871846,8103.923408191091,544.6604381346551,13.661419198316331,0.6796865333386493,0.6537359356950236,8332,295766,ASK,Energy,6055.621113532233,6.83359813510041,0,Flood,0.36330347486027037
108,West Bengal,81236457,3027.3676513155333,61588.42957801452,97545.96033549987,1654.796766007385,8126.244029505868,6140.293754112708,3223.3284097987807,7397.382980875256,11724.030764172123,1129.8583697569932,-4.379218485991407,0.14875212726033993,0.1054596742147147,173101,415288,BID,Energy,8459.289137421909,9.89363224639571,0,Flood,0.5487717348404274
89,Karnataka,92427530,63393.57755351,42850.28645241308,46867.35029141768,7087.278465716075,7370.569405871438,4530.792144837598,4160.348608022407,8439.550270017693,3730.75061090484,1010.9664944841263,2.3105126513563956,0.1279595898825946,0.01518368502481493,75049,219339,BID,Water,3451.517300760773,1.4760501173850609,1,Drought,0.1601418199142537
49,Maharashtra,44944008,44220.541207550516,10565.519041672565,72495.26277002392,775.750572638167,6913.446100196547,4647.495388727092,692.9153702066869,3416.8620738322716,11150.000903736163,585.502760172647,2.909269093511937,0.18435166832481864,0.7786015049767622,278132,164125,ASK,Food,6289.37850227813,1.2200217394017132,0,Drought,0.8718104056786045
91,Karnataka,17642233,46206.26992596302,70215.65835095066,52270.50809270926,178.70582057866264,8090.215667835308,9983.327826247896,11443.839386893296,2498.745030020808,137.0443834054616,2481.123942178543,10.511528246753185,0.29906682996893386,0.8715146565897226,403894,482507,BID,Energy,1404.1045086994645,4.926542588028759,0,Heatwave,0.13789371791596317
59,Gujarat,54517927,82018.93233311958,28990.316529201948,7870.649172543215,423.08339464784996,8631.122134695566,5486.85895807518,3993.1669610812005,7702.192998009625,7988.3579958342825,1591.9701986956618,4.458585179452188,0.8859271206307657,0.9478170056509713,141013,382533,BID,Food,2608.5389121818093,9.030815331504462,0,None,0.9735372582605387
42,Uttar Pradesh,48312991,55213.190622383,98839.80101917736,5629.710223940002,6351.89531866759,8209.203501930457,6999.703576331425,11159.983721169205,2779.1642468861305,6415.134931266403,2497.4600277025743,12.155991584844923,0.8027891515084644,0.7176038261740254,441708,172696,ASK,Water,8868.538960527738,5.400452967444183,0,Drought,0.997166165863067
92,Gujarat,48799600,88676.56052243577,95104.18855578298,13089.032845098796,9736.284321573456,1306.2985893591394,7237.6319236938,9785.176080108364,4804.61471403283,4492.2170570121225,442.2116113825417,0.6837747069361688,0.33479776757917235,0.03183599289031391,447607,199576,ASK,Water,2868.0813211327377,5.293773522227481,0,None,0.35481068822734174
60,West Bengal,12314257,71567.75364677735,73794.37120147607,30322.91532138927,7736.585296183551,7249.332215668912,101.6954281429549,4088.647144743153,5961.648920686449,5068.600598691971,2965.4342244533027,-1.4498243837610847,0.6256912154554471,0.47882439960229084,10959,340966,ASK,Water,8685.182379796443,3.0296566714295663,1,Cyclone,0.6350387195640664
80,Bihar,117481437,55731.16086764123,97136.12109801393,26652.197475375655,2618.6516744009236,8428.911785525848,5569.3636841275,8360.356677228456,11199.083189210554,7248.7494930727835,3176.860625125216,-0.05631132326635324,0.688544274271806,0.4900311939517513,8727,35534,ASK,Food,3752.179185990439,3.8678842791248016,1,None,0.054872742846222344
15,Rajasthan,46066561,75699.25963895927,11457.75238292252,73104.34020188412,809.7179963583955,1938.4894668118263,9634.257128124811,5736.141925692237,11732.949172570496,6740.658693902603,1311.0440247323888,-1.5361577887573175,0.9869513292671274,0.04279758499979058,100922,137213,BID,Food,8205.125951999042,7.274142230496409,1,Drought,0.5225833235329309
62,Gujarat,51536652,4796.556041615323,28711.620693117973,71876.3507572903,6204.875877030512,2216.5956888080277,7533.145945995408,11722.148621913044,3040.5177787432463,6147.321844912593,2866.934237718866,1.8222966864896701,0.08107579980596913,0.9108705003226979,489437,139595,BID,Food,5031.440267721517,2.7631936147030434,0,None,0.5240640322870824
62,Uttar Pradesh,87641203,3681.281827992566,26071.08559032673,97168.06340508783,131.96596300728658,7881.1720470598575,3470.2314625329086,7698.000148834974,1670.5888645722935,11797.596912704175,1556.9454386116083,-0.1378753177034442,0.35945336574795894,0.7638697743137779,24474,12863,BID,Energy,9541.29476213868,2.5988125487017553,0,Cyclone,0.3087620706726024
47,Bihar,92363230,9251.583365164353,8129.253187470947,31728.69171879722,7946.597680293272,3504.899080038547,3709.2549840879205,6276.984500363732,2776.097711755831,9246.52971323416,825.4728073627241,7.3355205146744815,0.9460200275115256,0.20523489636077308,325036,51786,ASK,Food,1212.5251875311153,3.5936590267850854,1,Drought,0.014377804555557816
62,Gujarat,33025614,44318.96718956712,97250.43319917412,93906.7562942787,2506.8932050133308,4057.039949770303,3105.8102580855725,7691.842011331019,6274.772579213678,2223.972684199285,3418.5439460992434,-4.733249856334676,0.5321425953004458,0.6521472938263484,73169,94060,BID,Energy,5373.178379024474,5.696594034758354,1,None,0.09948394996532117
51,Tamil Nadu,128944778,24309.56441706737,6937.434578042492,61672.20974528578,3062.2490521516825,3833.8768475170314,6339.061875160498,2720.971524409766,9416.679646156874,11016.93035012991,4184.541814119059,5.091467266038119,0.7833804715579177,0.8127748258504405,457454,376694,ASK,Energy,396.62827712286787,1.4858940786808996,1,Flood,0.520764237154789
108,Uttar Pradesh,36831002,98441.86814716268,85812.20149543864,50035.56238802192,3505.3919720275167,2207.0417573413342,1063.423347983644,3746.0397149549117,6311.689805737703,5959.813669314824,810.2242312889308,2.8570789621164234,0.2301993965191227,0.8541096396316619,261823,440915,ASK,Water,8424.581339293432,1.002329378207142,0,Heatwave,0.4261808322653443
55,Rajasthan,32664228,54686.72376212532,77047.98103310708,67116.29640350837,7659.174123011039,9394.063493563828,2971.004096648599,8581.078844020725,11204.3138703128,267.15055727345253,4445.907821193494,1.6434703046587877,0.2852067795532204,0.8679182560271939,468359,61150,ASK,Water,2467.6094705017704,3.6673913291807123,1,Drought,0.8225337455099461
116,Punjab,138471660,66579.15886203469,38210.84165967449,70572.7897069731,2730.8445283520196,8078.013693923995,5032.323309681954,1096.2530099679343,7685.2487022274945,9453.131063681432,3012.6049439172953,-3.4943541730993344,0.8944678870930203,0.784647580197689,11394,307268,ASK,Food,8130.667048678589,4.573279223781455,1,Cyclone,0.9061728766296716
64,Madhya Pradesh,143136787,28603.19348842297,2861.9289003500994,18020.973857064902,2916.2618494818053,2580.337160382253,5398.648996435964,3700.8161033667857,5855.487446560447,4298.537742243079,3877.1410408107354,9.549330787132423,0.672944783508397,0.6191236825932526,301582,467973,BID,Water,7259.172299520265,6.111941455878529,0,Cyclone,0.6730585738671444
3,Bihar,29810051,32857.89395017327,1603.494593205082,75419.83484999048,5455.820187721435,1150.263018599242,6113.335929546961,7472.84611158398,9266.484813092262,11986.732225793365,3481.2846399016694,2.2426079272138555,0.8351362867089426,0.08616558245613948,243144,323362,BID,Food,3894.358368370642,1.9007937966650623,1,Cyclone,0.5428406522685507
101,Tamil Nadu,94523839,34210.72949997443,21195.3902286984,72792.10368223068,4683.705233428736,3788.840887899973,7992.527361911533,11948.787303145571,11449.0482749777,6571.799216363998,4423.006015479471,13.799677323231055,0.21408593239930684,0.26116013255286663,347552,266091,BID,Energy,8993.58311870014,7.23912244162204,0,Cyclone,0.8271779860917452
51,Punjab,121319255,70174.83480987976,49893.781423345514,99755.69611092912,9560.139919460325,4211.553414675751,1716.0406253384383,11115.441291426469,4064.5812239703346,3317.2429417844,345.66344234537667,14.003304510663853,0.24123691029885763,0.5328996489386212,182961,364180,BID,Food,614.4915331368596,2.3275806542307986,0,Drought,0.2521557901456303
7,Maharashtra,148801061,47896.91456124154,46333.08784032998,91282.83028657507,2707.62616259866,170.2121306067171,2327.6507103866184,10003.442449332784,3372.5026699352206,9048.389361641308,4935.064378848885,6.473446377969964,0.29276074931544027,0.3675372096336691,276399,360237,ASK,Food,469.08569181930136,5.016270853328621,0,Drought,0.8109211818302721
21,Uttar Pradesh,16198969,52250.681600477365,58943.965079927824,68781.36293674486,1009.723308378037,8882.80634784616,8735.896750736758,6059.768866306521,2638.9261804385833,3409.7647512981675,4406.340797395276,2.033202750812018,0.8252707973013761,0.7112099084282164,349671,234950,ASK,Food,2068.9674270949427,5.91442110166203,0,Heatwave,0.39460502041440937
73,Tamil Nadu,18913263,59608.295233775185,77423.97165641545,71524.00759656863,5455.716598433293,8527.710495411367,8328.47336401991,9676.45611115726,6474.187878787604,394.13349075137637,264.43524650657855,2.991540862724973,0.21735211963861956,0.11831473833522255,20568,224591,BID,Energy,3020.382481180538,9.143019529612477,0,Drought,0.11313948456139378
39,Karnataka,116609718,77112.35396758349,38358.106871160366,94652.57774962393,1926.7438288565763,8516.61655070209,8233.550173542848,6751.241193653113,5671.995520597928,1247.4501189260097,1299.6934210524573,0.7525181492899442,0.6700959889452698,0.9433917159280404,296767,246913,BID,Food,4003.606281094149,7.007482862472162,0,Heatwave,0.770004939126612
18,Maharashtra,80443070,9946.605102735337,16876.005855422423,96750.64902543332,4194.9043327313275,8077.452214563056,2165.296211915565,5555.658214746181,3041.841498708063,7920.751288924127,2699.734024656753,8.67455738671361,0.32394497831710367,0.3390248678600467,234036,18886,ASK,Water,9682.932861300913,2.4649769438841744,1,Drought,0.26056643543017977
4,Maharashtra,92657735,77910.51730966334,80204.84276601397,82869.55452429761,1953.2596412967398,7357.94665560759,676.7410560987182,2759.930982079976,8687.81628366094,2647.646630184503,4288.624010427907,5.688252195252403,0.6104509515273209,0.5175542951208328,497200,440380,BID,Energy,1052.80501469329,4.150289866247789,0,None,0.4934968493638582
89,Bihar,25034062,56760.2718186428,33936.37745178987,76971.96100520893,8821.601898378241,6381.754888158611,5281.807101976052,11416.070708446505,3640.8445767256158,2929.6498275700383,1595.9847385783041,3.445934248672984,0.4283985219584111,0.3351078214989305,186054,383734,ASK,Water,9944.37177671844,7.673972721265869,1,Flood,0.6228657280810919
60,Uttar Pradesh,109536976,67240.44904067046,29401.30788154172,12025.216513124218,3341.7513599581334,9606.863647917076,8713.423668474708,7218.601792267096,9102.58593619354,1872.339452374017,296.5175808926765,5.468867487590238,0.2588002441150249,0.7985263506947169,277309,246435,BID,Energy,6264.888283838027,1.721630750030639,1,None,0.7318501730193975
14,Tamil Nadu,144266753,33427.624719235435,76666.8918044943,83201.89695658295,7771.188302883304,7146.126170998887,2451.417143454504,8136.764119543626,10082.76819986717,3151.0578938341864,3910.366694266598,-2.569625007725078,0.6626197982656507,0.15403323159910598,457234,303795,ASK,Energy,4209.145424787213,1.6783736749327978,0,None,0.4932798634313894
114,West Bengal,7653381,41529.29684482847,93479.8043702313,26066.37216712326,9491.173591830891,6339.426380653072,9051.582981761729,1778.8257041895627,10407.453405775119,9142.997546981953,2198.208932686983,8.25667057751759,0.6941849030008997,0.3545976207913607,492432,466992,BID,Water,836.31257151702,7.763835795557563,1,Heatwave,0.4638164509166146
9,Tamil Nadu,45600924,23885.416145738105,91581.16691906493,56814.64530590207,9411.450743753203,7909.368370146339,1501.1717673849328,5227.127211778825,1842.9375735945382,6213.600712680366,3817.0400784187123,5.2977938728003515,0.7569415301612782,0.615201129154345,374584,470683,ASK,Food,1042.6216815422094,8.762289170576668,1,None,0.5746331758215616
90,Gujarat,17728218,97950.69974432312,14606.80015986068,41131.874573345696,5295.530856834816,2538.036614859793,3051.15237930349,11579.487467102817,3740.670757254617,2670.577377002071,1661.42161467675,7.2994493041505955,0.8223598915068869,0.045885458075443086,333880,73227,BID,Water,9315.408192638479,4.315283726669666,0,Heatwave,0.8660408492297794
53,Maharashtra,65368292,50203.29427852135,50812.65719346066,35215.12276308686,9834.22555316199,9674.740806260612,3053.0535472522843,9116.267643356536,6337.524067154102,3045.962255645228,4102.837198673891,0.5517195933117947,0.26955372717409887,0.6106862258819191,175092,442293,ASK,Water,4516.594295145901,8.067829295236688,0,Drought,0.9520756923653633
2,Rajasthan,104618096,99611.61466386319,10194.158089089167,31714.750145238944,6593.778461926759,289.7035693009818,1595.8916817316033,10605.489678592356,10162.459731778084,4600.932078817878,1837.0036003488774,9.860778205994375,0.3881183669690964,0.6961960640308755,217545,218655,BID,Food,5536.058841902799,7.789746388740771,0,Drought,0.6439957292061509
84,Maharashtra,96519039,49488.811828065365,96136.61993173357,85687.28098509148,1372.0404733418447,6519.20920786758,8740.503911074873,4810.971231354248,4872.58497105322,11956.457569968534,2408.278096007379,4.573332787533499,0.6518245845857689,0.9504835052584906,221894,252036,BID,Food,4802.328869835695,6.450221030859618,1,Flood,0.23853859566200886
92,Maharashtra,133360737,22755.375174022665,22307.5607018071,77144.47594651258,8894.93173627655,863.232584279672,4184.640433524351,891.0332760335486,7952.424896303455,2169.7296576156205,4689.673396275824,-3.0260290285378666,0.6760661220096349,0.9752820124002854,229353,319505,ASK,Food,2305.7486967589307,2.0982185593188563,1,Flood,0.8491475509177029
111,Madhya Pradesh,148147071,51237.78727694882,20545.527901811696,52821.426488461446,4740.023493360415,8547.728428763172,1987.5087688609046,4282.601252411657,5509.184884410185,9654.34090235329,782.9198050868946,8.388645069504921,0.9920817058725641,0.26126854511440256,245317,474957,ASK,Food,9140.639814636776,8.0726460511936,0,Cyclone,0.5190787887305721
60,Karnataka,77892745,4919.961608108702,88999.68162764146,66783.56889258123,1611.6734491599468,9679.637184790488,1557.7180644839395,4574.33373253893,452.4159564602393,10401.568939819286,2931.8522953527895,-2.7425349580391267,0.20744592826741914,0.6688948776055919,342342,156529,ASK,Food,7367.021587260511,3.933585659563965,1,Drought,0.9932435812459735
71,West Bengal,41358059,90572.21034077318,96817.20495707453,98468.26708405689,7935.0753785518,4145.246224945814,4267.049617898928,3683.3658073119336,3864.5429689015737,11468.008115115199,4078.5168454310615,-3.811854211995205,0.5801964106996301,0.08368250228958107,431126,478917,ASK,Food,7538.736134205822,7.228537727770591,0,Drought,0.2011365464263366
44,Punjab,12213499,82036.47486824967,70065.5936702304,40355.97844201636,6281.589775018284,8585.93049639309,271.1550680605535,6367.797623206637,9104.969925833006,7297.075443682991,3472.051803738493,9.890294078112476,0.1178331129716762,0.7215560417568354,178391,111127,BID,Energy,1702.4733945951643,2.8808172701762653,0,Heatwave,0.18162328615111922
8,Punjab,62035177,72856.23154873418,12979.498336223263,55558.95999494792,8832.997618945965,3423.64131174873,1298.455331550396,2386.360145972697,8790.487991193786,1291.2581519014009,2161.3882715485333,4.424980560143606,0.12553889944960406,0.3331896557821098,178430,1884,BID,Water,2336.0635268368737,1.4632625103335544,1,Heatwave,0.9922756546673422
47,Karnataka,13230362,61372.84482880354,49099.70544352671,53818.84754487405,8290.492386899115,1678.096575114567,136.61104660224748,11258.28774316284,10615.58890028215,375.7188620199058,4022.42822008561,-4.492566107245204,0.42881669748697215,0.2125695416135972,174339,334757,ASK,Food,8364.306748647416,4.560549088187229,1,Cyclone,0.8777683967865689
35,Maharashtra,136960639,58403.58913336595,81843.90431209878,93661.26514002177,3269.0932189453742,2838.8289933293972,341.4161157415891,10899.537169326686,7155.324961504756,5370.577234603407,2422.1826211761104,5.256500704073595,0.557288142719942,0.017922022986172514,21493,93504,ASK,Energy,8049.1031827049255,2.9599284619328405,1,Drought,0.9984157370666362
78,Punjab,10695265,99676.09319386682,57675.24118711628,35804.67934347506,2637.514193493773,3088.2354471325475,9973.999895795254,3213.0555209007102,9220.647609324562,4273.692373886702,3237.1680037038636,12.904519573890841,0.20737511822368915,0.5258102041640419,376005,370626,BID,Food,4865.146784981443,3.3364823118950913,1,Drought,0.49723488354411227
81,Uttar Pradesh,81698198,28521.745967973853,14126.890618105132,98639.22027155678,7364.902627471995,6343.61357222565,4544.0032386209305,7852.665988987124,5040.46844667307,10360.81571962497,1712.1247844712318,-3.1030056943581896,0.05565741701119031,0.1792081141348687,252850,95584,BID,Energy,4109.334679015547,7.833183233735696,0,Drought,0.9363496787147694
36,West Bengal,131784198,78188.75217119222,18016.887200819554,31165.063743745308,5775.797358021849,7981.865574294606,7316.355307332387,6063.560592330128,4261.441982172967,7204.805362126714,334.45604321467044,1.938452207570509,0.34103816919795726,0.5797477093619828,232385,341403,ASK,Water,6310.196326034679,7.963132640495685,1,Heatwave,0.8904141380606556
